=== Suite started at 2021-12-10 23:36:14
=== Starting test, 1586 test cases
=cases         1586
=logfile       ejabberd_suite.muc_config_moderated_master.9539.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.114999
=case          ejabberd_SUITE:muc_config_moderated_slave
=logfile       ejabberd_suite.muc_config_moderated_slave.9555.html
=started       2021-12-10 23:37:00
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.112733
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8290.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       4.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8306.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_private_messages_master
=logfile       ejabberd_suite.muc_config_private_messages_master.8322.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.120542
=case          ejabberd_SUITE:muc_config_private_messages_slave
=logfile       ejabberd_suite.muc_config_private_messages_slave.8338.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.117773
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8370.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       6.0e-6
=group_time    0.183s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8386.html
=group_props   [{name,muc_config_query},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_query_master
=logfile       ejabberd_suite.muc_config_query_master.8402.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.113437
=case          ejabberd_SUITE:muc_config_query_slave
=logfile       ejabberd_suite.muc_config_query_slave.8418.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.112217
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9715.html
=group_props   [{name,muc_config_query},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       3.0e-6
=group_time    0.175s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9731.html
=group_props   [{name,muc_config_allow_invites},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_allow_invites_master
=logfile       ejabberd_suite.muc_config_allow_invites_master.9747.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.114544
=case          ejabberd_SUITE:muc_config_allow_invites_slave
=logfile       ejabberd_suite.muc_config_allow_invites_slave.9763.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.112361
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9843.html
=group_props   [{name,muc_config_allow_invites},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       4.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9859.html
=group_props   [{name,muc_config_visitor_status},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_visitor_status_master
=logfile       ejabberd_suite.muc_config_visitor_status_master.9875.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.114203
=case          ejabberd_SUITE:muc_config_visitor_status_slave
=logfile       ejabberd_suite.muc_config_visitor_status_slave.9891.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       0.110646
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8546.html
=group_props   [{name,muc_config_visitor_status},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       5.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8562.html
=group_props   [{name,muc_config_allow_voice_requests},parallel]
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:01
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_config_allow_voice_requests_master
=logfile       ejabberd_suite.muc_config_allow_voice_requests_master.8578.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:02
=result        ok
=elapsed       0.112522
=case          ejabberd_SUITE:muc_config_allow_voice_requests_slave
=logfile       ejabberd_suite.muc_config_allow_voice_requests_slave.8594.html
=started       2021-12-10 23:37:01
=ended         2021-12-10 23:37:02
=result        ok
=elapsed       0.109653
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9955.html
=group_props   [{name,muc_config_allow_voice_requests},parallel]
=started       2021-12-10 23:37:02
=ended         2021-12-10 23:37:02
=result        ok
=elapsed       3.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9971.html
=group_props   [{name,muc_config_voice_request_interval},parallel]
=started       2021-12-10 23:37:02
=ended         2021-12-10 23:37:02
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_voice_request_interval_master
=logfile       ejabberd_suite.muc_config_voice_request_interval_master.9987.html
=started       2021-12-10 23:37:02
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       5.117693
=case          ejabberd_SUITE:muc_config_voice_request_interval_slave
=logfile       ejabberd_suite.muc_config_voice_request_interval_slave.10003.html
=started       2021-12-10 23:37:02
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       5.112294
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8722.html
=group_props   [{name,muc_config_voice_request_interval},parallel]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       4.0e-6
=group_time    5.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8738.html
=group_props   [{name,muc_config_visitor_nickchange},parallel]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_visitor_nickchange_master
=logfile       ejabberd_suite.muc_config_visitor_nickchange_master.8754.html
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       0.112424
=case          ejabberd_SUITE:muc_config_visitor_nickchange_slave
=logfile       ejabberd_suite.muc_config_visitor_nickchange_slave.8770.html
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       0.109244
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8818.html
=group_props   [{name,muc_config_visitor_nickchange},parallel]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       3.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8834.html
=group_props   [{name,muc_join_conflict},parallel]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_join_conflict_master
=logfile       ejabberd_suite.muc_join_conflict_master.8850.html
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       0.108793
=case          ejabberd_SUITE:muc_join_conflict_slave
=logfile       ejabberd_suite.muc_join_conflict_slave.8866.html
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       0.104912
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8914.html
=group_props   [{name,muc_join_conflict},parallel]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       2.0e-6
=group_time    0.169s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8930.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       1.5e-5
=group_time    10.943s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8946.html
=group_props   [{name,privacy_master_slave},sequence]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8962.html
=group_props   [{name,privacy_deny_bare_jid},parallel]
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:07
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:privacy_deny_bare_jid_master
=logfile       ejabberd_suite.privacy_deny_bare_jid_master.8978.html
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       0.513118
=case          ejabberd_SUITE:privacy_deny_bare_jid_slave
=logfile       ejabberd_suite.privacy_deny_bare_jid_slave.8994.html
=started       2021-12-10 23:37:07
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       0.498873
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.10179.html
=group_props   [{name,privacy_deny_bare_jid},parallel]
=started       2021-12-10 23:37:08
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       1.2e-5
=group_time    0.578s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9074.html
=group_props   [{name,privacy_deny_full_jid},parallel]
=started       2021-12-10 23:37:08
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:privacy_deny_full_jid_master
=logfile       ejabberd_suite.privacy_deny_full_jid_master.9090.html
=started       2021-12-10 23:37:08
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       0.545651
=case          ejabberd_SUITE:privacy_deny_full_jid_slave
=logfile       ejabberd_suite.privacy_deny_full_jid_slave.9106.html
=started       2021-12-10 23:37:08
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       0.529508
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9154.html
=group_props   [{name,privacy_deny_full_jid},parallel]
=started       2021-12-10 23:37:08
=ended         2021-12-10 23:37:08
=result        ok
=elapsed       3.0e-6
=group_time    0.610s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9170.html
=group_props   [{name,privacy_deny_server_bare_jid},parallel]
=started       2021-12-10 23:37:08
=ended         2021-12-10 23:37:09
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:privacy_deny_server_bare_jid_master
=logfile       ejabberd_suite.privacy_deny_server_bare_jid_master.9186.html
=started       2021-12-10 23:37:09
=ended         2021-12-10 23:37:09
=result        ok
=elapsed       0.494887
=case          ejabberd_SUITE:privacy_deny_server_bare_jid_slave
=logfile       ejabberd_suite.privacy_deny_server_bare_jid_slave.9202.html
=started       2021-12-10 23:37:09
=ended         2021-12-10 23:37:09
=result        ok
=elapsed       0.478906
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9250.html
=group_props   [{name,privacy_deny_server_bare_jid},parallel]
=started       2021-12-10 23:37:09
=ended         2021-12-10 23:37:09
=result        ok
=elapsed       5.0e-6
=group_time    0.557s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9266.html
=group_props   [{name,privacy_deny_server_full_jid},parallel]
=started       2021-12-10 23:37:09
=ended         2021-12-10 23:37:09
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:privacy_deny_server_full_jid_master
=logfile       ejabberd_suite.privacy_deny_server_full_jid_master.9282.html
=started       2021-12-10 23:37:09
=ended         2021-12-10 23:37:10
=result        ok
=elapsed       0.528511
=case          ejabberd_SUITE:privacy_deny_server_full_jid_slave
=logfile       ejabberd_suite.privacy_deny_server_full_jid_slave.9298.html
=started       2021-12-10 23:37:09
=ended         2021-12-10 23:37:10
=result        ok
=elapsed       0.510235
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.9378.html
=group_props   [{name,privacy_deny_server_full_jid},parallel]
=started       2021-12-10 23:37:10
=ended         2021-12-10 23:37:10
=result        ok
=elapsed       4.0e-6
=group_time    0.589s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9394.html
=group_props   [{name,privacy_deny_group},parallel]
=started       2021-12-10 23:37:10
=ended         2021-12-10 23:37:10
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:privacy_deny_group_master
=logfile       ejabberd_suite.privacy_deny_group_master.9410.html
=started       2021-12-10 23:37:10
=ended         2021-12-10 23:37:10
=result        ok
=elapsed       0.49924
