=== Suite started at 2021-12-11 00:10:31
=== Starting test, 1586 test cases
=cases         1586
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       3.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.7827.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.7843.html
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       0.119749
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.7859.html
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       0.116198
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.7939.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       4.0e-6
=group_time    0.189s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8242.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.8258.html
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       0.124439
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.8274.html
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       0.122814
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8322.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       4.0e-6
=group_time    0.196s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8003.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:17
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_kick_master
=logfile       ejabberd_suite.muc_kick_master.8019.html
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.117037
=case          ejabberd_SUITE:muc_kick_slave
=logfile       ejabberd_suite.muc_kick_slave.8035.html
=started       2021-12-11 00:11:17
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.114702
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8083.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       4.0e-6
=group_time    0.189s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8099.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_affiliation_master
=logfile       ejabberd_suite.muc_change_affiliation_master.8115.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.134531
=case          ejabberd_SUITE:muc_change_affiliation_slave
=logfile       ejabberd_suite.muc_change_affiliation_slave.8131.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.130222
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8163.html
=group_props   [{name,muc_change_affiliation},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       4.0e-6
=group_time    0.203s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8450.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_destroy_master
=logfile       ejabberd_suite.muc_destroy_master.8466.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.112459
=case          ejabberd_SUITE:muc_destroy_slave
=logfile       ejabberd_suite.muc_destroy_slave.8482.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.113451
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8243.html
=group_props   [{name,muc_destroy},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       4.0e-6
=group_time    0.186s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8514.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_vcard_master
=logfile       ejabberd_suite.muc_vcard_master.8259.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.121318
=case          ejabberd_SUITE:muc_vcard_slave
=logfile       ejabberd_suite.muc_vcard_slave.8530.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.116519
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8291.html
=group_props   [{name,muc_vcard},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       2.4e-5
=group_time    0.192s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8610.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_nick_change_master
=logfile       ejabberd_suite.muc_nick_change_master.8626.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.116103
=case          ejabberd_SUITE:muc_nick_change_slave
=logfile       ejabberd_suite.muc_nick_change_slave.8642.html
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:18
=result        ok
=elapsed       0.110692
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8690.html
=group_props   [{name,muc_nick_change},parallel]
=started       2021-12-11 00:11:18
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       1.6e-5
=group_time    0.184s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8706.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_title_desc_master
=logfile       ejabberd_suite.muc_config_title_desc_master.8722.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.119923
=case          ejabberd_SUITE:muc_config_title_desc_slave
=logfile       ejabberd_suite.muc_config_title_desc_slave.8738.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.11403
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8770.html
=group_props   [{name,muc_config_title_desc},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       3.0e-6
=group_time    0.193s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8786.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_public_list_master
=logfile       ejabberd_suite.muc_config_public_list_master.8802.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.120685
=case          ejabberd_SUITE:muc_config_public_list_slave
=logfile       ejabberd_suite.muc_config_public_list_slave.8419.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.116298
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8850.html
=group_props   [{name,muc_config_public_list},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       5.0e-6
=group_time    0.191s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8483.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_password_master
=logfile       ejabberd_suite.muc_config_password_master.8499.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.121003
=case          ejabberd_SUITE:muc_config_password_slave
=logfile       ejabberd_suite.muc_config_password_slave.8515.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.117147
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8595.html
=group_props   [{name,muc_config_password},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       4.0e-6
=group_time    0.190s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8611.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_whois_master
=logfile       ejabberd_suite.muc_config_whois_master.8627.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.121097
=case          ejabberd_SUITE:muc_config_whois_slave
=logfile       ejabberd_suite.muc_config_whois_slave.8643.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       0.118187
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8707.html
=group_props   [{name,muc_config_whois},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       8.0e-6
=group_time    0.188s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8723.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:19
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_config_members_only_master
=logfile       ejabberd_suite.muc_config_members_only_master.8739.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       0.123319
=case          ejabberd_SUITE:muc_config_members_only_slave
=logfile       ejabberd_suite.muc_config_members_only_slave.8755.html
=started       2021-12-11 00:11:19
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       0.121209
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8819.html
=group_props   [{name,muc_config_members_only},parallel]
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       4.0e-6
=group_time    0.191s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.8835.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_moderated_master
=logfile       ejabberd_suite.muc_config_moderated_master.8851.html
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       0.119721
=case          ejabberd_SUITE:muc_config_moderated_slave
=logfile       ejabberd_suite.muc_config_moderated_slave.8867.html
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       0.117618
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8899.html
=group_props   [{name,muc_config_moderated},parallel]
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       3.0e-6
=group_time    0.189s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.9010.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_config_private_messages_master
=logfile       ejabberd_suite.muc_config_private_messages_master.9026.html
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       0.128489
=case          ejabberd_SUITE:muc_config_private_messages_slave
=logfile       ejabberd_suite.muc_config_private_messages_slave.8915.html
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       0.124111
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.8963.html
=group_props   [{name,muc_config_private_messages},parallel]
=started       2021-12-11 00:11:20
=ended         2021-12-11 00:11:20
=result        ok
=elapsed       4.0e-6
=group_time    0.203s
=case          ejabberd_SUITE:init_per_group
